City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,salalah,17.0151,54.0924,22.05,60,40,2.06,OM,1675204283
366,khatanga,71.9667,102.5,-41.46,100,79,2.11,RU,1675203809
367,hennebont,47.8051,-3.2734,9.95,96,75,2.06,FR,1675204284
368,san jeronimo,-11.9472,-75.2829,13.68,74,91,2.08,PE,1675204284
369,general pico,-35.6566,-63.7568,32.14,28,13,3.91,AR,1675204285
370,kloulklubed,7.0419,134.2556,25.28,80,98,10.01,PW,1675204285
371,cuitzeo,20.3333,-102.7833,26.24,25,0,4.52,MX,1675204285
372,emborion,40.4833,21.55,-0.8,77,1,2.96,GR,1675204286
373,tual,-5.6667,132.75,28.64,74,78,4.64,ID,1675204286
374,kahului,20.8947,-156.47,26.58,78,40,2.06,US,1675203828
375,warren,39.4334,-84.1666,-2.69,66,0,2.57,US,1675204255
376,colomi,-17.35,-65.8667,15.01,87,100,2.63,BO,1675204287
377,pingliang,35.5392,106.6861,-3.27,31,18,2.01,CN,1675204287
378,loubomo,-4.1997,12.6739,22.07,97,85,1.8,CG,1675204288
379,fuente de oro,3.4594,-73.6128,29.18,40,45,2.31,CO,1675204288
380,caravelas,-17.7125,-39.2481,24.89,81,26,3.04,BR,1675203935
381,berlevag,70.8578,29.0864,-0.03,86,75,11.32,NO,1675203995
382,shelburne,44.0787,-80.2041,-9.87,74,89,2.47,CA,1675204289
383,warmbad,-28.45,18.7333,21.18,36,0,1.74,NA,1675204289
384,lethem,3.3803,-59.7968,29.51,40,52,3.07,GY,1675204289
385,maner,25.65,84.8833,17.95,75,0,4.92,IN,1675204290
386,seymchan,62.8833,152.4333,-30.9,100,94,0.44,RU,1675204290
387,great falls,47.5002,-111.3008,-0.88,63,100,11.83,US,1675204223
388,anadyr,64.75,177.4833,-2.72,92,100,13.0,RU,1675203897
389,sorong,-0.8833,131.25,27.72,79,76,5.31,ID,1675204291
390,hobyo,5.3505,48.5268,24.22,75,14,6.63,SO,1675204291
391,vao,-22.6667,167.4833,25.97,76,81,4.89,NC,1675204292
392,aksu,41.1231,80.2644,-11.21,87,39,2.38,CN,1675203858
393,visby,57.6409,18.296,2.25,100,100,3.09,SE,1675204156
394,lalibela,12.0333,39.0333,16.95,42,40,2.7,ET,1675203956
395,sechura,-5.5569,-80.8222,25.18,68,59,7.18,PE,1675204292
396,tautira,-17.7333,-149.15,27.05,75,17,6.14,PF,1675203923
397,elhovo,42.1667,26.5667,2.23,95,68,2.25,BG,1675204293
398,lezajsk,50.2626,22.4193,3.45,94,100,2.24,PL,1675204293
399,savannah bight,16.45,-85.85,26.34,79,6,10.47,HN,1675204293
400,esmeraldas,-19.7625,-44.3139,26.48,80,91,1.94,BR,1675204294
401,thayetmyo,19.3167,95.1833,20.33,64,27,0.51,MM,1675204294
402,monterey,36.2505,-121.2516,12.87,26,0,0.96,US,1675204295
403,grand gaube,-20.0064,57.6608,26.22,84,67,7.3,MU,1675203637
404,ibra,22.6906,58.5334,15.31,66,4,0.81,OM,1675204295
405,kamenka,51.3223,42.7678,-0.85,96,100,4.21,RU,1675203842
406,bay saint louis,30.3088,-89.33,24.04,88,75,1.54,US,1675204295
407,nador,35.174,-2.9287,10.14,71,0,0.51,MA,1675204296
408,saint george,37.1041,-113.5841,5.7,28,0,1.79,US,1675203621
409,darlington,54.5243,-1.5504,6.47,77,26,1.34,GB,1675204296
410,manaia,-39.55,174.1333,18.93,78,100,6.34,NZ,1675204297
411,coquimbo,-29.9533,-71.3436,19.85,77,20,5.14,CL,1675203936
412,ialibu,-6.2821,143.9935,15.44,92,100,0.57,PG,1675204297
413,praia da vitoria,38.7333,-27.0667,13.14,82,20,5.17,PT,1675203712
414,itaituba,-4.2761,-55.9836,23.66,82,42,0.28,BR,1675204258
415,taltal,-25.4,-70.4833,20.79,78,28,1.95,CL,1675204285
416,severo-kurilsk,50.6789,156.125,-5.82,62,92,2.79,RU,1675203921
417,shumskiy,54.8318,99.1328,-13.13,92,100,0.87,RU,1675204298
418,banihal,33.4167,75.2,-1.59,87,56,3.26,IN,1675204298
419,jertih,5.7336,102.4897,22.28,94,100,1.23,MY,1675204298
420,mahemdavad,22.8333,72.7667,16.14,58,46,4.52,IN,1675204299
421,sulphur,30.2366,-93.3774,9.99,99,100,5.14,US,1675203969
422,shakawe,-18.3667,21.85,19.92,93,100,0.75,BW,1675204299
423,uray,60.1247,64.7758,-6.61,93,100,4.47,RU,1675204263
424,sapele,5.8941,5.6767,26.64,82,64,1.63,NG,1675204300
425,manicore,-5.8092,-61.3003,26.97,83,20,2.06,BR,1675204300
426,sur,22.5667,59.5289,18.83,70,4,2.2,OM,1675203878
427,mnogovershinnyy,53.9353,139.9242,-28.4,93,15,2.32,RU,1675204300
428,cayenne,4.9333,-52.3333,25.02,94,75,2.57,GF,1675203968
429,les cayes,18.2,-73.75,24.46,73,48,1.97,HT,1675204301
430,leshan,29.5623,103.7639,8.77,63,0,0.29,CN,1675204301
431,vung tau,10.346,107.0843,24.24,82,98,3.25,VN,1675204302
432,mombetsu,44.3525,143.3525,-7.18,75,82,3.39,JP,1675204302
433,porto belo,-27.1578,-48.5531,25.97,85,100,0.81,BR,1675204302
434,bollnas,61.3482,16.3946,-5.01,81,100,1.05,SE,1675204303
435,dongsheng,39.8161,109.9776,-11.69,53,95,3.39,CN,1675204303
436,navsari,20.9524,72.9324,20.85,48,6,4.35,IN,1675204303
437,sika,13.3546,-16.345,23.08,33,3,4.4,GM,1675204304
438,mogadishu,2.0371,45.3438,24.58,79,4,8.53,SO,1675204304
439,kitui,-1.367,38.0106,16.37,78,5,1.44,KE,1675204304
440,nome,64.5011,-165.4064,-6.02,100,100,0.0,US,1675204304
441,tecolutla,20.4833,-97.0167,27.92,77,4,4.16,MX,1675204305
442,cairns,-16.9167,145.7667,26.97,93,40,0.51,AU,1675204305
443,cabedelo,-6.9811,-34.8339,27.37,74,65,5.6,BR,1675204305
444,rabat,33.9911,-6.8401,11.69,91,0,0.0,MA,1675204067
445,batetskiy,58.6461,30.3027,-2.23,93,94,3.88,RU,1675204306
446,marzuq,14.4,46.4667,14.92,60,7,2.71,YE,1675203946
447,okoneshnikovo,54.8377,75.0834,-22.84,96,68,1.63,RU,1675204306
448,tambopata,-12.7333,-69.1833,28.94,79,75,2.06,PE,1675204307
449,san carlos de bariloche,-41.1456,-71.3082,25.86,19,20,4.12,AR,1675204008
450,palmas bellas,9.2319,-80.0867,25.84,76,94,5.96,PA,1675204307
451,moron,-34.6534,-58.6198,28.36,75,1,4.92,AR,1675204308
452,vestmannaeyjar,63.4427,-20.2734,-0.43,67,100,7.76,IS,1675203893
453,maniitsoq,65.4167,-52.9,-16.73,76,100,4.54,GL,1675204136
454,porto novo,6.4965,2.6036,27.9,86,96,2.78,BJ,1675204308
455,tarko-sale,64.9225,77.785,-16.36,95,81,5.91,RU,1675204308
456,bara,10.3744,10.7288,24.84,16,67,3.82,NG,1675204309
457,severo-yeniseyskiy,60.3725,93.0408,-18.71,99,100,1.51,RU,1675204309
458,tilichiki,60.4667,166.1,-12.87,94,100,3.87,RU,1675204309
459,north bend,43.4065,-124.2243,9.95,80,0,2.06,US,1675204310
460,paita,-5.0892,-81.1144,25.83,69,83,6.34,PE,1675204008
461,tiarei,-17.5333,-149.3333,29.01,74,7,6.28,PF,1675204310
462,xai-xai,-25.0519,33.6442,23.82,77,49,3.42,MZ,1675204311
463,valparaiso,-33.0393,-71.6273,22.13,68,0,3.6,CL,1675203731
464,hovd,48.0056,91.6419,-18.9,77,28,1.19,MN,1675204027
465,hasaki,35.7333,140.8333,-4.78,54,32,3.32,JP,1675203901
466,tazovskiy,67.4667,78.7,-17.19,95,93,5.32,RU,1675204311
467,tecoanapa,16.5167,-98.75,28.34,57,0,4.49,MX,1675204312
468,talara,-4.5772,-81.2719,29.42,61,0,5.14,PE,1675204312
469,baruun-urt,46.6806,113.2792,-22.72,86,3,2.73,MN,1675204313
470,kirakira,-10.4544,161.9205,28.15,75,86,1.4,SB,1675203832
471,jizan,17.3333,42.6667,24.52,74,89,2.07,SA,1675203955
472,yinchuan,38.4681,106.2731,-7.13,27,38,3.19,CN,1675204313
473,afonso claudio,-20.0742,-41.1239,21.21,95,41,1.3,BR,1675204313
474,tubuala,9.5167,-79.0333,25.79,81,61,7.65,PA,1675204314
475,vredendal,-31.6683,18.5012,17.19,85,0,2.64,ZA,1675203890
476,batticaloa,7.7102,81.6924,23.68,95,100,7.69,LK,1675204241
477,ancud,-41.8697,-73.8203,16.84,58,0,2.36,CL,1675203898
478,bima,-8.4667,118.7167,25.78,92,100,0.65,ID,1675204314
479,grand-lahou,5.1367,-5.0242,26.11,86,85,3.13,CI,1675203990
480,dakar,14.6937,-17.4441,20.49,83,0,4.12,SN,1675204020
481,half moon bay,37.4636,-122.4286,16.41,23,0,3.09,US,1675203577
482,gudur,14.1333,79.85,21.65,85,64,2.59,IN,1675204315
483,chapais,49.7834,-74.8492,-18.12,91,100,3.95,CA,1675204253
484,shakhtinsk,49.71,72.5872,-19.66,100,35,1.34,KZ,1675204315
485,westerland,54.9079,8.3033,4.97,87,75,7.72,DE,1675204316
486,mount isa,-20.7333,139.5,24.87,94,100,2.57,AU,1675204316
487,kemalpasa,38.4262,27.4173,3.32,79,44,2.84,TR,1675204316
488,vila velha,-20.3297,-40.2925,26.08,84,20,6.17,BR,1675203892
489,meulaboh,4.1363,96.1285,23.41,84,100,3.21,ID,1675203830
490,pedernales,18.0384,-71.744,24.3,74,45,2.28,DO,1675204317
491,ridgecrest,35.6225,-117.6709,13.92,9,0,4.92,US,1675204317
492,jinchang,38.4953,102.1739,-4.22,42,8,1.78,CN,1675203865
493,borogontsy,62.6683,131.1683,-35.73,98,100,1.18,RU,1675204318
494,elban,50.1018,136.5094,-27.3,98,99,1.18,RU,1675204318
495,verkhnyaya balkariya,43.1279,43.4573,-3.49,65,67,1.79,RU,1675204318
496,monkey hill,17.3167,-62.7167,24.92,73,40,5.66,KN,1675204285
497,togul,53.465,85.9128,-15.68,97,100,0.75,RU,1675204319
498,sterling,39.0062,-77.4286,3.07,90,100,2.24,US,1675204123
499,sibut,5.718,19.0739,26.94,35,34,1.24,CF,1675204319
500,bonthe,7.5264,-12.505,25.08,85,89,2.5,SL,1675204319
501,morant bay,17.8815,-76.4093,28.17,76,20,5.13,JM,1675204320
502,faranah,10.0404,-10.7434,25.25,20,24,2.1,GN,1675204320
503,araouane,18.9048,-3.5265,16.0,11,4,4.72,ML,1675204320
504,terney,45.0503,136.6092,-12.36,72,99,2.2,RU,1675203992
505,ordynskoye,54.3656,81.8994,-22.89,98,64,0.84,RU,1675204321
506,havelock,34.8791,-76.9013,14.97,89,100,1.54,US,1675204321
507,lodja,-3.4833,23.4333,20.82,98,80,1.82,CD,1675204321
508,buala,-8.145,159.5921,28.77,70,79,4.78,SB,1675204322
509,keti bandar,24.1447,67.4497,17.21,33,1,6.54,PK,1675204323
510,goure,13.9835,10.2704,21.51,12,47,5.35,NE,1675204323
511,beringovskiy,63.05,179.3167,-2.54,97,75,4.26,RU,1675204194
512,soyo,-6.1349,12.3689,26.58,83,40,3.55,AO,1675203955
513,mosquera,4.7059,-74.2302,18.05,63,20,5.14,CO,1675204124
514,maceio,-9.6658,-35.7353,23.69,94,100,5.14,BR,1675203869
515,kintampo,8.0563,-1.7306,28.11,11,100,0.48,GH,1675204325
516,tizimin,21.15,-88.15,27.23,62,72,3.81,MX,1675204325
517,foumban,5.7291,10.9001,22.08,31,71,1.46,CM,1675204326
518,jiuquan,39.7432,98.5174,-7.92,48,52,1.33,CN,1675204326
519,ambovombe,-25.1667,46.0833,21.99,71,94,7.88,MG,1675204328
520,nemuro,43.3236,145.575,-6.39,64,9,3.14,JP,1675204000
521,ekhabi,53.5102,142.9671,-27.82,95,14,3.5,RU,1675204329
522,linxia,35.6003,103.2064,-5.0,33,5,1.33,CN,1675204186
523,tigil,57.8,158.6667,-14.5,93,100,2.66,RU,1675204329
524,srandakan,-7.9386,110.2506,25.12,88,100,1.82,ID,1675204330
525,omsukchan,62.5333,155.8,-22.45,99,100,0.56,RU,1675203853
526,calatayud,41.3535,-1.6432,2.38,84,4,0.42,ES,1675204331
527,aquiraz,-3.9014,-38.3911,28.05,84,99,4.63,BR,1675204257
528,brigantine,39.4101,-74.3646,2.23,92,100,2.57,US,1675204274
529,barberton,-25.7884,31.0532,20.65,98,100,0.76,ZA,1675204334
530,witu,-2.3889,40.4382,25.09,93,1,2.27,KE,1675204334
531,preobrazheniye,42.9019,133.9064,-5.59,94,100,3.76,RU,1675204335
532,herat,34.5,62.0,11.79,32,100,12.63,AF,1675204336
533,ismailia,30.6043,32.2723,12.69,57,23,5.59,EG,1675204133
534,kabare,-2.4683,28.8242,15.07,87,23,0.33,CD,1675204339
535,hami,42.8,93.45,-4.21,33,97,0.15,CN,1675204269
536,port hardy,50.6996,-127.4199,4.1,75,100,9.26,CA,1675203906
537,mount gambier,-37.8333,140.7667,14.7,79,100,4.85,AU,1675203814
538,kyabe,9.4515,18.9449,28.89,14,27,1.72,TD,1675204342
539,iberia,29.9502,-91.7507,11.65,93,100,5.14,US,1675204344
540,alamor,-4.0181,-80.0197,18.33,86,100,1.27,EC,1675204345
541,santa maria,-29.6842,-53.8069,32.61,35,20,1.03,BR,1675204163
542,oda,35.1833,132.5,4.43,78,74,5.75,JP,1675204346
543,vilhena,-12.7406,-60.1458,22.12,94,75,4.63,BR,1675204346
544,manokwari,-0.8667,134.0833,25.42,77,49,1.58,ID,1675203880
